Using Newton-Raphson.
t=0.100, dt=0.1, MaxDpr=658.406, MaxDsw=0.00311111, Qo=346.53, Qw=0.00, Gauss=3
t=592.047, dt=0.850535, MaxDpr=0.484657, MaxDsw=0.00249655, Qo=346.53, Qw=0.00, Gauss=3325
t=593.068, dt=1.02064, MaxDpr=0.604093, MaxDsw=0.00307404, Qo=346.53, Qw=0.00, Gauss=3329
t=594.293, dt=1.22477, MaxDpr=0.756364, MaxDsw=0.00379406, Qo=346.53, Qw=0.00, Gauss=3333
t=595.762, dt=1.46972, MaxDpr=0.948857, MaxDsw=0.00469016, Qo=346.53, Qw=0.00, Gauss=3337
t=596.644, dt=0.881835, MaxDpr=0.583618, MaxDsw=0.00285926, Qo=346.53, Qw=0.00, Gauss=3344
t=597.702, dt=1.0582, MaxDpr=0.716305, MaxDsw=0.00348963, Qo=346.53, Qw=0.00, Gauss=3348
t=598.972, dt=1.26984, MaxDpr=0.878365, MaxDsw=0.00425878, Qo=346.53, Qw=0.00, Gauss=3352
t=599.734, dt=0.761905, MaxDpr=0.530561, MaxDsw=0.00257698, Qo=346.53, Qw=0.00, Gauss=3359
t=600.648, dt=0.914286, MaxDpr=0.640691, MaxDsw=0.00311798, Qo=346.53, Qw=0.00, Gauss=3362
t=601.746, dt=1.09714, MaxDpr=0.769908, MaxDsw=0.00376821, Qo=346.53, Qw=0.00, Gauss=3366
t=603.062, dt=1.31657, MaxDpr=0.91796, MaxDsw=0.0045408, Qo=346.53, Qw=0.00, Gauss=3370
t=603.852, dt=0.789943, MaxDpr=0.539855, MaxDsw=0.00272536, Qo=346.53, Qw=0.00, Gauss=3377
t=604.800, dt=0.947932, MaxDpr=0.636512, MaxDsw=0.0032639, Qo=346.53, Qw=0.00, Gauss=3380
t=605.938, dt=1.13752, MaxDpr=0.742186, MaxDsw=0.00389384, Qo=346.53, Qw=0.00, Gauss=3384
t=607.303, dt=1.36502, MaxDpr=0.852689, MaxDsw=0.00461602, Qo=346.53, Qw=0.00, Gauss=3388
t=608.122, dt=0.819013, MaxDpr=0.483916, MaxDsw=0.00274209, Qo=346.53, Qw=0.00, Gauss=3395
t=609.104, dt=0.982816, MaxDpr=0.555231, MaxDsw=0.00324277, Qo=346.53, Qw=0.00, Gauss=3399
t=610.284, dt=1.17938, MaxDpr=0.629186, MaxDsw=0.00380913, Qo=346.53, Qw=0.00, Gauss=3403
t=611.699, dt=1.41525, MaxDpr=0.702662, MaxDsw=0.00443226, Qo=346.53, Qw=0.00, Gauss=3407
t=612.548, dt=0.849153, MaxDpr=0.388199, MaxDsw=0.00260344, Qo=346.53, Qw=0.00, Gauss=3415
t=613.567, dt=1.01898, MaxDpr=0.443213, MaxDsw=0.00303799, Qo=346.53, Qw=0.00, Gauss=3419
t=614.790, dt=1.22278, MaxDpr=0.558136, MaxDsw=0.00351396, Qo=346.53, Qw=0.00, Gauss=3423
t=616.257, dt=1.46734, MaxDpr=0.787861, MaxDsw=0.00401824, Qo=346.53, Qw=0.00, Gauss=3427
t=617.138, dt=0.880402, MaxDpr=0.523238, MaxDsw=0.00233668, Qo=346.53, Qw=0.00, Gauss=3435
t=618.194, dt=1.05648, MaxDpr=0.692364, MaxDsw=0.00301407, Qo=346.53, Qw=0.00, Gauss=3439
t=619.462, dt=1.26778, MaxDpr=0.924567, MaxDsw=0.00392513, Qo=346.53, Qw=0.00, Gauss=3443
t=620.223, dt=0.760667, MaxDpr=0.594381, MaxDsw=0.00246504, Qo=346.53, Qw=0.00, Gauss=3451
t=621.135, dt=0.9128, MaxDpr=0.762579, MaxDsw=0.00311217, Qo=346.53, Qw=0.00, Gauss=3455
t=622.231, dt=1.09536, MaxDpr=0.985593, MaxDsw=0.00394773, Qo=346.53, Qw=0.00, Gauss=3459
t=622.888, dt=0.657216, MaxDpr=0.620851, MaxDsw=0.00244321, Qo=346.53, Qw=0.00, Gauss=3466
t=623.677, dt=0.78866, MaxDpr=0.7807, MaxDsw=0.00303502, Qo=346.53, Qw=0.00, Gauss=3470
t=624.623, dt=0.946391, MaxDpr=0.987261, MaxDsw=0.00378213, Qo=346.53, Qw=0.00, Gauss=3474
t=625.191, dt=0.567835, MaxDpr=0.612841, MaxDsw=0.00231752, Qo=346.53, Qw=0.00, Gauss=3481
t=625.872, dt=0.681402, MaxDpr=0.759907, MaxDsw=0.00284677, Qo=346.53, Qw=0.00, Gauss=3484
t=626.690, dt=0.817682, MaxDpr=0.945408, MaxDsw=0.00350405, Qo=346.53, Qw=0.00, Gauss=3488
t=627.181, dt=0.490609, MaxDpr=0.580297, MaxDsw=0.00213214, Qo=346.53, Qw=0.00, Gauss=3495
t=627.769, dt=0.588731, MaxDpr=0.711867, MaxDsw=0.00259842, Qo=346.53, Qw=0.00, Gauss=3498
t=628.476, dt=0.706477, MaxDpr=0.874892, MaxDsw=0.00317012, Qo=346.53, Qw=0.00, Gauss=3501
t=628.900, dt=0.423886, MaxDpr=0.532018, MaxDsw=0.00191934, Qo=346.53, Qw=0.00, Gauss=3508
t=629.408, dt=0.508664, MaxDpr=0.647395, MaxDsw=0.00232579, Qo=346.53, Qw=0.00, Gauss=3511
t=630.019, dt=0.610397, MaxDpr=0.78813, MaxDsw=0.00281948, Qo=346.53, Qw=0.00, Gauss=3514
t=630.751, dt=0.732476, MaxDpr=0.959192, MaxDsw=0.00341724, Qo=346.53, Qw=0.00, Gauss=3517
t=631.191, dt=0.439485, MaxDpr=0.578085, MaxDsw=0.00206049, Qo=346.53, Qw=0.00, Gauss=3524
t=631.718, dt=0.527383, MaxDpr=0.697899, MaxDsw=0.0024842, Qo=346.53, Qw=0.00, Gauss=3527
t=632.351, dt=0.632859, MaxDpr=0.841223, MaxDsw=0.00299256, Qo=346.53, Qw=0.00, Gauss=3530
t=632.731, dt=0.379715, MaxDpr=0.503301, MaxDsw=0.00179819, Qo=346.53, Qw=0.00, Gauss=3537
t=633.186, dt=0.455659, MaxDpr=0.6039, MaxDsw=0.00215956, Qo=346.53, Qw=0.00, Gauss=3540
t=633.733, dt=0.54679, MaxDpr=0.723085, MaxDsw=0.00259041, Qo=346.53, Qw=0.00, Gauss=3543
t=634.389, dt=0.656148, MaxDpr=0.863132, MaxDsw=0.00310076, Qo=346.53, Qw=0.00, Gauss=3546
t=634.783, dt=0.393689, MaxDpr=0.511549, MaxDsw=0.00185585, Qo=346.53, Qw=0.00, Gauss=3553
t=635.255, dt=0.472427, MaxDpr=0.609475, MaxDsw=0.00221798, Qo=346.53, Qw=0.00, Gauss=3556
t=635.822, dt=0.566912, MaxDpr=0.723776, MaxDsw=0.00264458, Qo=346.53, Qw=0.00, Gauss=3559
t=636.503, dt=0.680295, MaxDpr=0.856004, MaxDsw=0.00314225, Qo=346.53, Qw=0.00, Gauss=3562
t=636.911, dt=0.408177, MaxDpr=0.502572, MaxDsw=0.0018721, Qo=346.53, Qw=0.00, Gauss=3569
t=637.401, dt=0.489812, MaxDpr=0.595471, MaxDsw=0.00222496, Qo=346.53, Qw=0.00, Gauss=3572
t=637.988, dt=0.587775, MaxDpr=0.703233, MaxDsw=0.00263496, Qo=346.53, Qw=0.00, Gauss=3575
t=638.694, dt=0.705329, MaxDpr=0.827845, MaxDsw=0.00310518, Qo=346.53, Qw=0.00, Gauss=3578
t=639.117, dt=0.423198, MaxDpr=0.500256, MaxDsw=0.00184075, Qo=346.53, Qw=0.00, Gauss=3585
t=639.625, dt=0.507837, MaxDpr=0.611791, MaxDsw=0.00217456, Qo=346.53, Qw=0.00, Gauss=3588
t=640.234, dt=0.609405, MaxDpr=0.75128, MaxDsw=0.00255681, Qo=346.53, Qw=0.00, Gauss=3591
t=640.965, dt=0.731286, MaxDpr=0.927858, MaxDsw=0.00298751, Qo=346.53, Qw=0.00, Gauss=3594
t=641.404, dt=0.438771, MaxDpr=0.562553, MaxDsw=0.00176196, Qo=346.53, Qw=0.00, Gauss=3601
t=641.931, dt=0.526526, MaxDpr=0.690608, MaxDsw=0.00206897, Qo=346.53, Qw=0.00, Gauss=3604
t=642.562, dt=0.631831, MaxDpr=0.852852, MaxDsw=0.00241559, Qo=346.53, Qw=0.00, Gauss=3607
t=642.942, dt=0.379098, MaxDpr=0.520321, MaxDsw=0.00142453, Qo=346.53, Qw=0.00, Gauss=3613
t=643.397, dt=0.454918, MaxDpr=0.6405, MaxDsw=0.00167322, Qo=346.53, Qw=0.00, Gauss=3616
t=643.942, dt=0.545902, MaxDpr=0.792506, MaxDsw=0.00195524, Qo=346.54, Qw=0.00, Gauss=3619
t=644.597, dt=0.655082, MaxDpr=0.987016, MaxDsw=0.00227012, Qo=346.54, Qw=0.00, Gauss=3622
t=644.991, dt=0.393049, MaxDpr=0.603764, MaxDsw=0.00133438, Qo=346.54, Qw=0.00, Gauss=3629
t=645.462, dt=0.471659, MaxDpr=0.744997, MaxDsw=0.00156144, Qo=346.54, Qw=0.00, Gauss=3632
t=646.028, dt=0.565991, MaxDpr=0.924124, MaxDsw=0.0018168, Qo=346.54, Qw=0.00, Gauss=3635
t=646.368, dt=0.339595, MaxDpr=0.564311, MaxDsw=0.00106957, Qo=346.54, Qw=0.00, Gauss=3641
t=646.775, dt=0.407513, MaxDpr=0.694193, MaxDsw=0.00125419, Qo=346.54, Qw=0.00, Gauss=3644
t=647.264, dt=0.489016, MaxDpr=0.857628, MaxDsw=0.00146338, Qo=346.54, Qw=0.00, Gauss=3647
t=647.558, dt=0.29341, MaxDpr=0.522568, MaxDsw=0.000863105, Qo=346.54, Qw=0.00, Gauss=3653
t=647.910, dt=0.352092, MaxDpr=0.641071, MaxDsw=0.00101447, Qo=346.54, Qw=0.00, Gauss=3656
t=648.332, dt=0.42251, MaxDpr=0.788984, MaxDsw=0.00118722, Qo=346.54, Qw=0.00, Gauss=3659
t=648.839, dt=0.507012, MaxDpr=0.975842, MaxDsw=0.00138213, Qo=346.54, Qw=0.00, Gauss=3662
t=649.144, dt=0.304207, MaxDpr=0.594722, MaxDsw=0.000814119, Qo=346.54, Qw=0.00, Gauss=3668
t=649.509, dt=0.365049, MaxDpr=0.730778, MaxDsw=0.000955449, Qo=346.54, Qw=0.00, Gauss=3671
t=649.947, dt=0.438058, MaxDpr=0.900079, MaxDsw=0.00111623, Qo=346.54, Qw=0.00, Gauss=3674
t=650.209, dt=0.262835, MaxDpr=0.546734, MaxDsw=0.000674111, Qo=346.54, Qw=0.00, Gauss=3680
t=650.525, dt=0.315402, MaxDpr=0.670487, MaxDsw=0.000825187, Qo=346.54, Qw=0.00, Gauss=3683
t=650.903, dt=0.378482, MaxDpr=0.822787, MaxDsw=0.00101342, Qo=346.55, Qw=0.00, Gauss=3686
t=651.130, dt=0.227089, MaxDpr=0.498055, MaxDsw=0.000616383, Qo=346.54, Qw=0.00, Gauss=3692
t=651.403, dt=0.272507, MaxDpr=0.610022, MaxDsw=0.000751564, Qo=346.55, Qw=0.00, Gauss=3695
t=651.730, dt=0.327009, MaxDpr=0.746208, MaxDsw=0.000918869, Qo=346.55, Qw=0.00, Gauss=3698
t=652.122, dt=0.392411, MaxDpr=0.916197, MaxDsw=0.00112684, Qo=346.56, Qw=0.00, Gauss=3701
t=652.358, dt=0.235446, MaxDpr=0.553352, MaxDsw=0.000684784, Qo=346.55, Qw=0.00, Gauss=3707
t=652.640, dt=0.282536, MaxDpr=0.679785, MaxDsw=0.000834124, Qo=346.55, Qw=0.00, Gauss=3710
t=652.979, dt=0.339043, MaxDpr=0.831901, MaxDsw=0.00101859, Qo=346.56, Qw=0.00, Gauss=3713
t=653.183, dt=0.203426, MaxDpr=0.500124, MaxDsw=0.000617481, Qo=346.55, Qw=0.00, Gauss=3719
t=653.427, dt=0.244111, MaxDpr=0.614558, MaxDsw=0.000750006, Qo=346.56, Qw=0.00, Gauss=3722
t=653.720, dt=0.292933, MaxDpr=0.749968, MaxDsw=0.000912879, Qo=346.56, Qw=0.00, Gauss=3725
t=654.071, dt=0.351519, MaxDpr=0.918222, MaxDsw=0.00111376, Qo=346.58, Qw=0.00, Gauss=3728
t=654.282, dt=0.210912, MaxDpr=0.549617, MaxDsw=0.000674812, Qo=346.56, Qw=0.00, Gauss=3734
t=654.535, dt=0.253094, MaxDpr=0.678655, MaxDsw=0.000819116, Qo=346.57, Qw=0.00, Gauss=3737
t=654.839, dt=0.303713, MaxDpr=0.828519, MaxDsw=0.000996235, Qo=346.58, Qw=0.00, Gauss=3740
t=655.021, dt=0.182228, MaxDpr=0.49292, MaxDsw=0.0006025, Qo=346.57, Qw=0.00, Gauss=3746
t=655.240, dt=0.218673, MaxDpr=0.609966, MaxDsw=0.000729788, Qo=346.58, Qw=0.00, Gauss=3749
t=655.502, dt=0.262408, MaxDpr=0.742836, MaxDsw=0.000885413, Qo=346.59, Qw=0.00, Gauss=3752
t=655.817, dt=0.314889, MaxDpr=0.907284, MaxDsw=0.00107622, Qo=346.61, Qw=0.00, Gauss=3755
t=656.006, dt=0.188934, MaxDpr=0.536075, MaxDsw=0.000650642, Qo=346.58, Qw=0.00, Gauss=3761
t=656.233, dt=0.22672, MaxDpr=0.668151, MaxDsw=0.000787757, Qo=346.60, Qw=0.00, Gauss=3764
t=656.505, dt=0.272064, MaxDpr=0.814011, MaxDsw=0.000955238, Qo=346.62, Qw=0.00, Gauss=3767
t=656.832, dt=0.326477, MaxDpr=0.994694, MaxDsw=0.00116035, Qo=346.64, Qw=0.00, Gauss=3770
t=657.027, dt=0.195886, MaxDpr=0.58214, MaxDsw=0.000701227, Qo=346.60, Qw=0.00, Gauss=3777
t=657.262, dt=0.235064, MaxDpr=0.732641, MaxDsw=0.000848599, Qo=346.63, Qw=0.00, Gauss=3780
t=657.545, dt=0.282076, MaxDpr=0.892945, MaxDsw=0.00102842, Qo=346.65, Qw=0.00, Gauss=3783
t=657.714, dt=0.169246, MaxDpr=0.517314, MaxDsw=0.000620651, Qo=346.61, Qw=0.00, Gauss=3790
t=657.917, dt=0.203095, MaxDpr=0.655325, MaxDsw=0.0007499, Qo=346.63, Qw=0.00, Gauss=3793
t=658.161, dt=0.243714, MaxDpr=0.796945, MaxDsw=0.000907136, Qo=346.66, Qw=0.00, Gauss=3796
t=658.453, dt=0.292457, MaxDpr=0.971812, MaxDsw=0.00109882, Qo=346.70, Qw=0.00, Gauss=3800
t=658.629, dt=0.175474, MaxDpr=0.555434, MaxDsw=0.000662931, Qo=346.64, Qw=0.00, Gauss=3807
t=658.839, dt=0.210569, MaxDpr=0.713142, MaxDsw=0.000800681, Qo=346.67, Qw=0.00, Gauss=3810
t=659.092, dt=0.252683, MaxDpr=0.867628, MaxDsw=0.000968115, Qo=346.71, Qw=0.00, Gauss=3814
t=659.243, dt=0.15161, MaxDpr=0.48957, MaxDsw=0.00058346, Qo=346.65, Qw=0.00, Gauss=3821
t=659.425, dt=0.181932, MaxDpr=0.634678, MaxDsw=0.000703828, Qo=346.68, Qw=0.00, Gauss=3824
t=659.644, dt=0.218318, MaxDpr=0.770622, MaxDsw=0.00084979, Qo=346.72, Qw=0.00, Gauss=3827
t=659.906, dt=0.261981, MaxDpr=0.937958, MaxDsw=0.00102706, Qo=346.78, Qw=0.00, Gauss=3831
t=660.063, dt=0.157189, MaxDpr=0.52004, MaxDsw=0.000618821, Qo=346.69, Qw=0.00, Gauss=3838
t=660.251, dt=0.188627, MaxDpr=0.68598, MaxDsw=0.00074624, Qo=346.73, Qw=0.00, Gauss=3841
t=660.478, dt=0.226352, MaxDpr=0.833241, MaxDsw=0.000900631, Qo=346.78, Qw=0.00, Gauss=3845
t=660.614, dt=0.135811, MaxDpr=0.454793, MaxDsw=0.000542197, Qo=346.69, Qw=0.00, Gauss=3852
t=660.777, dt=0.162973, MaxDpr=0.607733, MaxDsw=0.000653208, Qo=346.73, Qw=0.00, Gauss=3855
t=660.972, dt=0.195568, MaxDpr=0.736913, MaxDsw=0.000787469, Qo=346.78, Qw=0.00, Gauss=3859
t=661.207, dt=0.234682, MaxDpr=0.895382, MaxDsw=0.000950023, Qo=346.86, Qw=0.00, Gauss=3863
t=661.348, dt=0.140809, MaxDpr=0.478181, MaxDsw=0.000571795, Qo=346.74, Qw=0.00, Gauss=3870
t=661.517, dt=0.168971, MaxDpr=0.652864, MaxDsw=0.00068866, Qo=346.79, Qw=0.00, Gauss=3873
t=661.719, dt=0.202765, MaxDpr=0.791888, MaxDsw=0.000829899, Qo=346.86, Qw=0.00, Gauss=3877
t=661.963, dt=0.243318, MaxDpr=0.962541, MaxDsw=0.00100074, Qo=346.95, Qw=0.00, Gauss=3881
t=662.109, dt=0.145991, MaxDpr=0.500323, MaxDsw=0.000602144, Qo=346.79, Qw=0.00, Gauss=3888
t=662.284, dt=0.175189, MaxDpr=0.701518, MaxDsw=0.000724947, Qo=346.86, Qw=0.00, Gauss=3892
t=662.494, dt=0.210227, MaxDpr=0.85112, MaxDsw=0.000873227, Qo=346.95, Qw=0.00, Gauss=3896
t=662.620, dt=0.126136, MaxDpr=0.432356, MaxDsw=0.000525085, Qo=346.79, Qw=0.00, Gauss=3903
t=662.772, dt=0.151363, MaxDpr=0.618821, MaxDsw=0.000631705, Qo=346.86, Qw=0.00, Gauss=3906
t=662.953, dt=0.181636, MaxDpr=0.74965, MaxDsw=0.000760267, Qo=346.94, Qw=0.00, Gauss=3910
t=663.171, dt=0.217963, MaxDpr=0.909828, MaxDsw=0.000915362, Qo=347.05, Qw=0.00, Gauss=3914
t=663.302, dt=0.130778, MaxDpr=0.447345, MaxDsw=0.000550267, Qo=346.86, Qw=0.00, Gauss=3921
t=663.459, dt=0.156933, MaxDpr=0.661174, MaxDsw=0.000661772, Qo=346.94, Qw=0.00, Gauss=3925
t=663.647, dt=0.18832, MaxDpr=0.801145, MaxDsw=0.000796109, Qo=347.04, Qw=0.00, Gauss=3929
t=663.873, dt=0.225984, MaxDpr=0.972712, MaxDsw=0.000957995, Qo=347.18, Qw=0.00, Gauss=3933
t=664.009, dt=0.135591, MaxDpr=0.459575, MaxDsw=0.000575701, Qo=346.94, Qw=0.00, Gauss=3941
t=664.171, dt=0.162709, MaxDpr=0.706373, MaxDsw=0.000692069, Qo=347.04, Qw=0.00, Gauss=3945
t=664.367, dt=0.19525, MaxDpr=0.856208, MaxDsw=0.000832119, Qo=347.17, Qw=0.00, Gauss=3949
t=664.484, dt=0.11715, MaxDpr=0.391365, MaxDsw=0.000499823, Qo=346.93, Qw=0.00, Gauss=3956
t=664.624, dt=0.14058, MaxDpr=0.620591, MaxDsw=0.000600531, Qo=347.02, Qw=0.00, Gauss=3960
t=664.793, dt=0.168696, MaxDpr=0.751146, MaxDsw=0.000721619, Qo=347.15, Qw=0.00, Gauss=3964
t=664.996, dt=0.202436, MaxDpr=0.910813, MaxDsw=0.000867201, Qo=347.31, Qw=0.00, Gauss=3968
t=665.117, dt=0.121461, MaxDpr=0.397112, MaxDsw=0.000520727, Qo=347.01, Qw=0.00, Gauss=3976
t=665.263, dt=0.145754, MaxDpr=0.659737, MaxDsw=0.000625399, Qo=347.13, Qw=0.00, Gauss=3980
t=665.438, dt=0.174904, MaxDpr=0.798809, MaxDsw=0.000751131, Qo=347.28, Qw=0.00, Gauss=3984
t=665.648, dt=0.209885, MaxDpr=0.969013, MaxDsw=0.00090211, Qo=347.47, Qw=0.00, Gauss=3988
t=665.774, dt=0.125931, MaxDpr=0.398933, MaxDsw=0.000541483, Qo=347.12, Qw=0.00, Gauss=3996
t=665.925, dt=0.151117, MaxDpr=0.70139, MaxDsw=0.000650019, Qo=347.26, Qw=0.00, Gauss=4000
t=666.106, dt=0.181341, MaxDpr=0.849574, MaxDsw=0.000780245, Qo=347.44, Qw=0.00, Gauss=4004
t=666.215, dt=0.108804, MaxDpr=0.333645, MaxDsw=0.000468189, Qo=347.09, Qw=0.00, Gauss=4012
t=666.345, dt=0.130565, MaxDpr=0.614082, MaxDsw=0.000561841, Qo=347.22, Qw=0.00, Gauss=4016
t=666.502, dt=0.156678, MaxDpr=0.742884, MaxDsw=0.000674146, Qo=347.39, Qw=0.00, Gauss=4020
t=666.690, dt=0.188014, MaxDpr=0.900241, MaxDsw=0.000808739, Qo=347.61, Qw=0.00, Gauss=4024
t=666.803, dt=0.112808, MaxDpr=0.330456, MaxDsw=0.000485115, Qo=347.19, Qw=0.00, Gauss=4032
t=666.938, dt=0.13537, MaxDpr=0.650345, MaxDsw=0.000581897, Qo=347.35, Qw=0.00, Gauss=4036
t=667.101, dt=0.162444, MaxDpr=0.787089, MaxDsw=0.000697834, Qo=347.55, Qw=0.00, Gauss=4040
t=667.296, dt=0.194933, MaxDpr=0.954325, MaxDsw=0.000836597, Qo=347.80, Qw=0.00, Gauss=4044
t=667.413, dt=0.11696, MaxDpr=0.322812, MaxDsw=0.000501618, Qo=347.31, Qw=0.00, Gauss=4052
t=667.553, dt=0.140352, MaxDpr=0.689042, MaxDsw=0.000601388, Qo=347.50, Qw=0.00, Gauss=4056
t=667.721, dt=0.168422, MaxDpr=0.834358, MaxDsw=0.000720758, Qo=347.73, Qw=0.00, Gauss=4060
t=667.822, dt=0.101053, MaxDpr=0.263775, MaxDsw=0.000432095, Qo=347.27, Qw=0.00, Gauss=4068
t=667.944, dt=0.121264, MaxDpr=0.601911, MaxDsw=0.000517954, Qo=347.44, Qw=0.00, Gauss=4072
t=668.089, dt=0.145517, MaxDpr=0.728035, MaxDsw=0.000620666, Qo=347.65, Qw=0.00, Gauss=4076
t=668.264, dt=0.17462, MaxDpr=0.882096, MaxDsw=0.000743409, Qo=347.93, Qw=0.00, Gauss=4080
t=668.369, dt=0.104772, MaxDpr=0.253176, MaxDsw=0.000445507, Qo=347.39, Qw=0.00, Gauss=4088
t=668.494, dt=0.125726, MaxDpr=0.636161, MaxDsw=0.000533785, Qo=347.58, Qw=0.00, Gauss=4092
t=668.645, dt=0.150872, MaxDpr=0.7699, MaxDsw=0.000639277, Qo=347.83, Qw=0.00, Gauss=4096
t=668.826, dt=0.181046, MaxDpr=0.933486, MaxDsw=0.000765171, Qo=348.15, Qw=0.00, Gauss=4100
t=668.935, dt=0.108628, MaxDpr=0.238194, MaxDsw=0.000458353, Qo=347.52, Qw=0.00, Gauss=4108
t=669.065, dt=0.130353, MaxDpr=0.673093, MaxDsw=0.000548892, Qo=347.75, Qw=0.00, Gauss=4112
t=669.222, dt=0.156424, MaxDpr=0.815156, MaxDsw=0.000656951, Qo=348.04, Qw=0.00, Gauss=4116
t=669.409, dt=0.187709, MaxDpr=0.989211, MaxDsw=0.000785711, Qo=348.40, Qw=0.00, Gauss=4120
t=669.522, dt=0.112625, MaxDpr=0.218251, MaxDsw=0.000470431, Qo=347.68, Qw=0.00, Gauss=4128
t=669.657, dt=0.13515, MaxDpr=0.713249, MaxDsw=0.000563027, Qo=347.94, Qw=0.00, Gauss=4132
t=669.819, dt=0.16218, MaxDpr=0.864509, MaxDsw=0.000673387, Qo=348.27, Qw=0.00, Gauss=4136
t=669.919, dt=0.1, MaxDpr=0.192312, MaxDsw=0.000414323, Qo=347.62, Qw=0.00, Gauss=4144
t=670.039, dt=0.12, MaxDpr=0.64087, MaxDsw=0.000495871, Qo=347.87, Qw=0.00, Gauss=4148
t=670.183, dt=0.144, MaxDpr=0.776144, MaxDsw=0.000593082, Qo=348.18, Qw=0.00, Gauss=4152
t=670.356, dt=0.1728, MaxDpr=0.941886, MaxDsw=0.000708755, Qo=348.57, Qw=0.00, Gauss=4156
t=670.460, dt=0.10368, MaxDpr=0.151808, MaxDsw=0.000424157, Qo=347.77, Qw=0.00, Gauss=4164
t=670.584, dt=0.124416, MaxDpr=0.679173, MaxDsw=0.000507367, Qo=348.05, Qw=0.00, Gauss=4168
t=670.733, dt=0.149299, MaxDpr=0.823262, MaxDsw=0.000606434, Qo=348.40, Qw=0.00, Gauss=4172
t=670.833, dt=0.1, MaxDpr=0.214384, MaxDsw=0.000405077, Qo=347.81, Qw=0.00, Gauss=4180
t=670.953, dt=0.12, MaxDpr=0.66465, MaxDsw=0.000484457, Qo=348.09, Qw=0.00, Gauss=4184
t=671.097, dt=0.144, MaxDpr=0.805682, MaxDsw=0.00057893, Qo=348.44, Qw=0.00, Gauss=4188
t=671.270, dt=0.1728, MaxDpr=0.978828, MaxDsw=0.000691127, Qo=348.89, Qw=0.00, Gauss=4192
t=671.374, dt=0.10368, MaxDpr=0.122925, MaxDsw=0.00041335, Qo=347.97, Qw=0.00, Gauss=4200
t=671.498, dt=0.124416, MaxDpr=0.70637, MaxDsw=0.00049407, Qo=348.29, Qw=0.00, Gauss=4204
t=671.648, dt=0.149299, MaxDpr=0.857131, MaxDsw=0.000590012, Qo=348.69, Qw=0.01, Gauss=4208
t=671.748, dt=0.1, MaxDpr=0.179273, MaxDsw=0.000393871, Qo=348.00, Qw=0.01, Gauss=4216
t=671.868, dt=0.12, MaxDpr=0.692767, MaxDsw=0.000470716, Qo=348.32, Qw=0.01, Gauss=4220
t=672.012, dt=0.144, MaxDpr=0.840666, MaxDsw=0.000562025, Qo=348.72, Qw=0.01, Gauss=4224
t=672.112, dt=0.1, MaxDpr=0.198626, MaxDsw=0.000388903, Qo=348.07, Qw=0.01, Gauss=4232
t=672.232, dt=0.12, MaxDpr=0.705499, MaxDsw=0.000464647, Qo=348.42, Qw=0.01, Gauss=4236
t=672.376, dt=0.144, MaxDpr=0.856507, MaxDsw=0.000554592, Qo=348.84, Qw=0.01, Gauss=4240
t=672.476, dt=0.1, MaxDpr=0.186537, MaxDsw=0.000383669, Qo=348.15, Qw=0.01, Gauss=4248
t=672.596, dt=0.12, MaxDpr=0.719249, MaxDsw=0.000458265, Qo=348.51, Qw=0.01, Gauss=4252
t=672.740, dt=0.144, MaxDpr=0.873601, MaxDsw=0.000546791, Qo=348.95, Qw=0.01, Gauss=4256
t=672.840, dt=0.1, MaxDpr=0.174686, MaxDsw=0.000378185, Qo=348.23, Qw=0.02, Gauss=4264
t=672.960, dt=0.12, MaxDpr=0.734105, MaxDsw=0.00045159, Qo=348.60, Qw=0.02, Gauss=4268
t=673.104, dt=0.144, MaxDpr=0.892055, MaxDsw=0.000538649, Qo=349.06, Qw=0.02, Gauss=4272
t=673.204, dt=0.1, MaxDpr=0.16319, MaxDsw=0.000372469, Qo=348.31, Qw=0.02, Gauss=4280
t=673.324, dt=0.12, MaxDpr=0.750152, MaxDsw=0.000444758, Qo=348.69, Qw=0.02, Gauss=4284
t=673.468, dt=0.144, MaxDpr=0.911964, MaxDsw=0.000544631, Qo=349.17, Qw=0.03, Gauss=4288
t=673.568, dt=0.1, MaxDpr=0.152167, MaxDsw=0.000383543, Qo=348.38, Qw=0.03, Gauss=4296
t=673.688, dt=0.12, MaxDpr=0.767466, MaxDsw=0.000467921, Qo=348.78, Qw=0.03, Gauss=4300
t=673.832, dt=0.144, MaxDpr=0.933415, MaxDsw=0.000572602, Qo=349.28, Qw=0.03, Gauss=4304
t=673.932, dt=0.1, MaxDpr=0.141735, MaxDsw=0.000403055, Qo=348.45, Qw=0.04, Gauss=4312
t=674.052, dt=0.12, MaxDpr=0.786113, MaxDsw=0.000491445, Qo=348.87, Qw=0.04, Gauss=4316
t=674.196, dt=0.144, MaxDpr=0.95648, MaxDsw=0.000600979, Qo=349.39, Qw=0.05, Gauss=4320
t=674.296, dt=0.1, MaxDpr=0.132009, MaxDsw=0.000422836, Qo=348.52, Qw=0.05, Gauss=4328
t=674.416, dt=0.12, MaxDpr=0.806147, MaxDsw=0.000515273, Qo=348.95, Qw=0.05, Gauss=4332
t=674.560, dt=0.144, MaxDpr=0.981215, MaxDsw=0.000629691, Qo=349.49, Qw=0.06, Gauss=4336
t=674.660, dt=0.1, MaxDpr=0.123099, MaxDsw=0.000442839, Qo=348.58, Qw=0.07, Gauss=4344
